Bidang,Major Project,Nama Jabatan/Bidang,Jenis Jabatan,Tugas,Level Competency Permenpan 38 Tahun 2017,Level Competency SKKNI,,,,,,,,,,,,,,,,,
Infrastruktur,KA Kecepatan Tinggi Pulau Jawa (Jakarta – Semarang dan Jakarta – Bandung),Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,KA Kecepatan Tinggi Pulau Jawa (Jakarta – Semarang dan Jakarta – Bandung),Bidang Pengembangan Infrastruktur Wilayah Nasional (PUPR),JPT,"Melaksanakan penyusunan kebijakan teknis dan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat, pelaksanaan koordinasi keterpaduan rencana dan sinkronisasi program, serta pemantauan, evaluasi, dan pelaporan pelaksanaan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat pada wilayah nasional berdasarkan pendekatan pengembangan wilayah",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Kereta Api Makassar Pare-Pare,Integrated Urban Transportation Specialist,Future Job,"Melakukan penyusunan rencana dan pekerjana teknis dengan mempertimbangkan perencanaan transportasi urban yang memperhatikan dimensi lingkungan, ekonomi, tata kelola, kesehatan, penyandang disabilitas, akses dan sosial.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Kereta Api Makassar Pare-Pare,Bidang Jasa Infrastruktur (KemenBUMN),JPT,"Menyelenggarakan penyusunan kebijakan, koordinasi dan sinkronisasi pelaksanaan kebijakan, serta pemantauan, analisis, evaluasi dan pelaporan di bidang pengembangan usaha badan usaha milik negara bidang Jasa Infrastruktur",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Kelautan,Jaringan Pelabuhan Utama Terpadu,Shipping and Port Management Specialist,Future Job,"Melakukan manajemen impor ekspor, shipping, operasi port dan manajemen port, manajemen logistics dan dockyard",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelautan,Jaringan Pelabuhan Utama Terpadu, Bidang Perhubungan,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang perhubungan",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Sistem Angkutan Umum Massal Perkotaan di 6 Wilayah Metropolitan: Jakarta, Surabaya, Bandung, Medan, Semarang dan Makassar",Integrated Urban Transportation Specialist,Future Job,"Melakukan penyusunan rencana dan pekerjana teknis dengan mempertimbangkan perencanaan transportasi urban yang memperhatikan dimensi lingkungan, ekonomi, tata kelola, kesehatan, penyandang disabilitas, akses dan sosial.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Sistem Angkutan Umum Massal Perkotaan di 6 Wilayah Metropolitan: Jakarta, Surabaya, Bandung, Medan, Semarang dan Makassar","Bidang Pengembangan Infrastruktur Wilayah 1, 2, 3",JPT,melaksanakan penyusunan kebijakan teknis dan rencana terpadu program pembangunan infrastruktur pekerjaan umum dan perumahan rakyat berdasarkan pendekatan pengembangan wilayah,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Energi,Pembangunan dan Pengembangan Kilang Minyak,Teknisi Teknik Perminyakan,Future Job,"melakukan pekerjaan teknis, biasanya dengan petunjuk dan pengawasan ahli teknik kimia (minyak bumi) dalam pengembangan proses untuk memurnikan minyak bumi dan untuk merancang, membangun, mengoperasikan , memelihara dan memperbaiki pabrik pemurnian minyak bumi.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Energi,Pembangunan dan Pengembangan Kilang Minyak,Ahli Teknik Produksi Migas,Future Job,,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Energi,Pembangunan dan Pengembangan Kilang Minyak,Ahli Teknik Pengolahan Migas ,Future Job,"melakukan monitoring, troubleshooting, optimasi dan modifikasi untuk meningkatkan kehandalan dan profit kilang.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Energi,Pembangunan dan Pengembangan Kilang Minyak,Ahli Teknik Instrumentasi Kilang,Future Job,"melakukan pemeliharaan peralatan instrumentasi, troubleshooting dan improvement serta memahami sistem pengendalian dan otomatisasi dengan Programmable Logic Controller (PLC) dan Distributed Control System (DCS).",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Energi,Pembangunan dan Pengembangan Kilang Minyak,Ahli Teknik Mesin Kilang,Future Job,"mengawasi pengoperasian peralatan mesin industri minyak dan gas bumi, petrokimia, dan pembangkitan baik peralatan putar maupu statis.  mengawasi dan merencanakan pemeliharaan peralatan mesin industri minyak, dan gas bumi, petrokimia, dan pembangkitan baik peralatan putar maupun statis. merancang peralatan mesin industri minyak, dan gas bumi, petrokimia, dan pembangkitan baik peralatan putar maupun statis. melakukan inspeksi peralatan mesin industri minyak, dan gas bumi, petrokimia dan pembangkitan baik peralatan putar maupun statis.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Energi,Pembangunan dan Pengembangan Kilang Minyak,Ahli Logistik Migas,Future Job,"merencanakan pengadaan  material minyak dan gas bumi, melaksanakan pengadaan, mengatur  mitra, dan melaksanakan kerja sama. mengendalikan persediaan material minyak dan gas bumi.  melaksanakan monitoring kegiatan material handling di gudang. melaksanakan aktivitas pengiriman  material minyak dan gas bumi dari vendor hingga sampai titik penyerahan. mengelola proses serah terima produk minyak dan gas bumi agar tepat jumlah, tepat mutu, tepat waktu sampai titik penyerahan. memonitor kegiatan penerimaan dan penimbunan produk minyak dan gas bumi di TBBM, DPPU, Depot LPG, dan LOBP. melaksanakan memonitor kegiatan penyaluran produk minyak dan gas bumi di TBBM, DPPU, Depot Gas, dan LOBP.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Energi,Pembangunan dan Pengembangan Kilang Minyak,Bidang Energi dan Sumber Daya Mineral,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang energi dan sumber daya mineral",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Energi,Pembangunan dan Pengembangan Kilang Minyak,Bidang Industri Mineral dan Batu Bara (KemenBUMN),JPT,"menyelenggarakan penyusunan kebijakan, koordinasi dan sinkronisasi pelaksanaan kebijakan, serta pemantauan, analisis, evaluasi dan pelaporan di bidang pengembangan usaha badan usaha milik negara bidang Industri Mineral dan Batubara, penyusunan inisiatif bisnis strategis, penguatan daya saing dan sinergi, penguatan kinerja, penciptaan pertumbuhan berkelanjutan, restrukturisasi badan usaha milik negara bidang Industri Mineral dan Batubara dan pendayagunaan portofolio perusahaan kepemilikan minoritas bidang Industri Mineral dan Batubara",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Kelistrikan,"Pembangkit Listrik 27.000 MW,Transmisi 19.000 KMS dan Gardu Induk 38.000 MVA",Operator Mesin Produksi Tenaga Listrik,Future Job,"mengoperasikan, memantau dan memelihara switchboards dan peralatan terkait di pusat kontrol listrik yang mengontrol produksi dan distribusi listrik atau lainnya di jaringan transmisi.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelistrikan,"Pembangkit Listrik 27.000 MW,Transmisi 19.000 KMS dan Gardu Induk 38.000 MVA",Teknisi Teknik Listrik,Future Job,"melakukan tugas-tugas teknis untuk membantu dalam penelitian teknik listrik, dan dalam desain, manufaktur, perakitan, konstruksi, operasi, pemeliharaan, dan perbaikan peralatan, sarana prasarana dan sistem distribusi listrik.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelistrikan,"Pembangkit Listrik 27.000 MW,Transmisi 19.000 KMS dan Gardu Induk 38.000 MVA",Teknisi Teknik Transmisi Tenaga Listrik,Future Job,"melakukan tugas teknik terkait transmisi tenaga listrik dalam bidang-bidang seperti manufaktur, perakitan, konstruksi, operasi, pemeliharaan, dan perbaikan peralatan, sarana prasarana dan sistem distribusi listrik. Melakukan tugas teknis terkait transmisi mulai dari kegiatan perancangan, pengembangan,
 pembangunan, pemeliharaan dan perbaikan sistem distribusi listrik.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelistrikan,"Pembangkit Listrik 27.000 MW,Transmisi 19.000 KMS dan Gardu Induk 38.000 MVA",Bidang Energi dan Sumber Daya Mineral,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang energi dan sumber daya mineral",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Kelistrikan,"Pembangkit Listrik 27.000 MW,Transmisi 19.000 KMS dan Gardu Induk 38.000 MVA",Bidang Pengembangan Infrastruktur Wilayah Nasional (PUPR),JPT,"Melaksanakan penyusunan kebijakan teknis dan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat, pelaksanaan koordinasi keterpaduan rencana dan sinkronisasi program, serta pemantauan, evaluasi, dan pelaporan pelaksanaan rencana terpadu pembangunan infrastruktur pekerjaan umum dan perumahan rakyat pada wilayah nasional berdasarkan pendekatan pengembangan wilayah",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Manggala Informatika,JF 2020 - 2021,melaksanakan kegiatan penerapan sistem manajemen keamanan informasi,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Software Engineering,Future Job,Mengaplikasikan prinsip matematikan dan science untuk mengembangkan software dan memecahkan masalah,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Manajer Layanan Teknologi Informasi Dan Komunikasi,Future Job,"berkonsultasi dengan pengguna, manajemen, vendor dan teknisi untuk menilai kebutuhan komputasi dan persyaratan sistem, dan menetapkan teknologi untuk memenuhi kebutuhan tersebut; merumuskan dan mengarahkan strategi, kebijakan dan rencana teknologi informasi dan komunikasi (TIK), mengarahkan seleksi dan instalasi sumber daya TIK dan penyediaan pelatihan bagi pengguna; mengarahkan operasi TIK, menganalisis alur kerja, menetapkan prioritas, mengembangkan standar dan mengatur tenggat waktu; mengawasi keamanan sistem TIK; menugaskan, meninjau, mengelola dan memimpin pekerjaan analis sistem, programmer, dan pekerja lainnya yang berkaitan dengan komputer; mengevaluasi penggunaan dan pemakaian teknologi organisasi dan merekomendasikan perbaikan, seperti upgrade hardware dan software; menyusun dan mengelola anggaran, mengendalikan pengeluaran dan memastikan penggunaan sumber daya secara efisien; menetapkan dan mengarahkan prosedur operasi dan administrasi; mengawasi seleksi, pelatihan dan kinerja staf; mewakili perusahaan atau organisasi pada konvensi, seminar dan konferensi terkait TIK.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Programmer/Pengembang perangkat lunak,Future Job,"menerapkan prosedur pemrograman standar untuk mengembangkan suatu perangkat lunak. Mengembangkan, memodifikasi dan memelihara program; memonitor pengoperasian program; menganalisa kebutuhan pengguna serta implementasi, instalasi dan pelatihan yang berkaitan
 dengan perangkat lunak baru",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Pengawas IT,Future Job,Melakukan debugging; Melakukan profiling program; Melaksanakan pengujian unit program; Melaksanakan pengujian integrasi program; Melaksanakan pengujian program sistem; Melaksanakan stress test; Melaksanakan prosedur audit atas aplikasi teknologi informasi; Melaksanakan prosedur audit atas infrastruktur teknologi informasi; Menyusun hasil audit teknologi informasi; Menyusun rekomendasi audit teknologi informasi; Menetapkan resolusi dan masalah terhadap seluruh aktivitas seluruh siklus hidup TI; Memantau pelayanan prosedur tingkat layanan,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Perencana IT,Future Job,"Merencanakan kegiatan atau inisiatif terkait teknologi informasi dan komunikasi, memastikan setiap rencana kegiatan tersebut selaras dengan rencana strategis organisasi",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Analis Data Pengawasan,Future Job,"Menyiapkan, melaksanakan, mengkaji data hasil monitoring, evaluasi, dan/atau audit teknologi informasi dan komunikasi dan menyajikannya dalam bentuk informasi atau laporan",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Analis Teknologi Informasi,Future Job,"Menyiapkan, melaksanakan, mengkaji inisiatif TIK yang mencakup kebijakan, proses bisnis, sistem informasi, infrastruktur,  dan/atau keamanan informasi dan menyajikannya dalam bentuk informasi atau laporan yang dapat dijadikan landasan untuk melakukan implementasi inisiatif tersebut.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Spesialis Forensik Digital,Future Job,"memeriksa berbagai bukti digital, termasuk foto dan video, perangkat digital, komputer dan jaringan data untuk kpenetingan investigasi terhadap tindakan kriminal menggunakan media digital.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Analis Kebijakan dan Standarisasi IT,Future Job,"Menyiapkan, melaksanakan, mengkaji inisiatif TIK yang mencakup kebijakan, prosedur, standar, dan proses bisnis terkait dan menyajikannya dalam bentuk informasi atau laporan yang dapat dijadikan landasan untuk menyusun kebijakan, prosedur, dan atau standar TIK atau rencana perbaikannya.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Pengelola IT,Future Job,"Melaksanakan kegiatan pengelolaan TIK yang mencakup perencanaan operasional TIK, analisis kebutuhan operasional TIK, penyampaian layanan TIK, dan/atau pengelolaan helpdesk, beserta pelaporannya. ",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,AI/Spesialis/teknisi Robotik,Future Job,"membangun, menginstal, menguji, atau memelihara peralatan robotik beserta aplikasinya atau sistem produksi otomatis terkait.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Informatika,Infrastruktur TIK untuk mendukung Transformasi Digital,Pranata Komputer,JF,"melaksanakan kegiatan teknologi informasi berbasis komputer yang meliputi tata kelola dan tata laksana teknologi informasi, infrastruktur teknologi informasi, serta sistem informasi dan multimedia",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelautan,Pengamanan Pesisir 5 Perkotaan Pantura Jawa,Analis keamanan laut,Future Job,"Melakukan aanalisis bidang keamanan, keselamatan, dan perlindungan lingkungan laut",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelautan,Pengamanan Pesisir 5 Perkotaan Pantura Jawa,Perencana dan pemanfaatan ruang laut,Future Job,"Menerapkan Sistem Manajemen Keselamatan dan Kesehatan Kerja dan Lingkungan (SMK3-L); Mempersiapkan referensi yang relevan di bidang verifikasi teknis dan penerbitan perizinan pemanfaatan ruang laut; Mempersiapkan bahan penyusunan norma, standar, prosedur, dan kriteria di bidang verifikasi teknis dan penerbitan perizinan pemanfaatan ruang laut; Mempersiapkan bahan pemberian bimbingan teknis di bidang verifikasi teknis dan penerbitan perizinan pemanfaatan ruang laut; Mempersiapkan bahan pelaksanaan evaluasi dan pelaporan di bidang verifikasi teknis dan penerbitan perizinan pemanfaatan ruang laut; Melakukan pendampingan penyusunan naskah akademis dan naskah rancangan peraturan terkait perizinan pemanfaatan ruang laut; Menyusun laporan; Menggunakan teknologi komputasi dan informasi; Menerapkan teknik komunikasi. Membuat dokumentasi hasil kajian; Merumuskan rekomendasi teknis perencanaan ruang laut; Mengembangkan tata ruang Laut; Mengembangkan rencana zonasi kawasan strategis; Mengembangkan rencana zonasi wilayah pesisir dan pulau-pulau kecil; Mengembangkan perijinan pemanfaatan ruang laut",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelautan,Pengamanan Pesisir 5 Perkotaan Pantura Jawa,Ahli teknik konstruksi kapal,Future Job,"Ahli teknik konstruksi kapal mempelajari, merancang dan memberi petunjuk badan dan reka bentuk kapal, dan bangunan bagian kapal dan angkutan laut lainnya, serta merencanakan dan mengawasi pengembangan, pemasangan, pemeliharaan dan perbaikannya. Melakukan tugas yang sejenis dengan ahli teknik mesin (umum) tetapi mengkhususkan sebagai ahli di bidang perencanaan, pembuatan kapal, konsultasi dengan ahli teknik mesin kapal untuk mengkoordinasikan perencanaan kapal. Dapat mengkhususkan sebagai ahli di bidang angkutan laut tertentu seperti kapal perang, kapal pengangkut atau kapal penumpang.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelautan,Pengamanan Pesisir 5 Perkotaan Pantura Jawa,Polisi khusus wilayah pesisir dan pulau-pulau kecil,Future Job,,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelautan,Pengamanan Pesisir 5 Perkotaan Pantura Jawa,Analis pengusahaan jasa kelautan*,Future Job,"melaksanakan Analisis Pengusahaan Jasa Kelautan untuk sumber daya kelautan, pesisir dan pulau-pulau kecil di wilayah perairan, dan/atau yurisdiksi yang meliputi persiapan, pelaksanaan, pemantauan, evaluasi, dan pelaporan.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelautan,Pengamanan Pesisir 5 Perkotaan Pantura Jawa,Polisi Pamong Praja,JF,Penegakan perda dan penyelenggaraan ketertiban umum dan ketentraman masyarakat,Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Kelautan,Pengamanan Pesisir 5 Perkotaan Pantura Jawa,Bidang Energi dan Sumber Daya Mineral,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang energi dan sumber daya mineral",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Kelautan,Pengamanan Pesisir 5 Perkotaan Pantura Jawa,Bidang Sungai dan Pantai (PUPR),JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria, serta perencanaan, persiapan, dan pelaksanaan operasi dan pemeliharaan sungai, pantai, dan drainase utama perkotaan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,18 Waduk Multiguna,Teknis Pengairan,JF,"Melaksanakan pengembangan dan pengelolaan sumber daya air, irigasi, sungai serta rawa dan pantai.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,19 Waduk Multiguna,Teknik Penyehatan Lingkungan,JF,"Melaksanakan penyelenggaraan pengelolaan air minum, air limbah, sampah dan air drainase",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,20 Waduk Multiguna,Analis Kewilayahan,Future Job,"mengidentifikasi kebutuhan substansi, melakukan perencanaan pekerjaan, menyusun spesifikasi teknis pekerjaan, memberikan jasa konsultasi, menganalisis informasi geospasial kewilayahan ",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,21 Waduk Multiguna,Analis Proyek,Future Job,"Melakukan analis sistem yang akan dibangun, membuat statement of purpose, memodelkan proses bisnis, membuat dokumentasi hasil analisis.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,22 Waduk Multiguna,Bidang Irigasi dan Rawa (PUPR),JPT,"melaksanakan pembinaan pelaksanaan norma, standar, prosedur, dan kriteria, serta perencanaan, persiapan, dan pelaksanaan operasi dan pemeliharaan irigasi dan rawa.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,23 Waduk Multiguna,Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,24 Waduk Multiguna,Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,25 Waduk Multiguna,Bidang Energi dan Sumber Daya Mineral,JPT,"Merumuskan kebijakan, melaksanakan kebijakan, melaksanakan evaluasi dan pelaporan, dan melaksanakan administrasi di bidang energi dan sumber daya mineral",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,26 Waduk Multiguna,Bidang Pertanahan,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Pertanahan.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,Jembatan Udara 37 Rute di Papua,Integrated Urban Transportation Specialist,Future Job,"Melakukan penyusunan rencana dan pekerjana teknis dengan mempertimbangkan perencanaan transportasi urban yang memperhatikan dimensi lingkungan, ekonomi, tata kelola, kesehatan, penyandang disabilitas, akses dan sosial.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Jembatan Udara 37 Rute di Papua,Shipping and Port Management Specialist,Future Job,"Melakukan manajemen impor ekspor, shipping, operasi port dan manajemen port, manajemen logistics dan dockyard",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Jembatan Udara 37 Rute di Papua,Ahli Teknik Pesawat Udara,Future Job,"melakukan perawatan, pemeliharaan, menganalisis masalah atau gangguan pada mesin, dan melakukan perbaikan mesin pesawat.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Jembatan Udara 37 Rute di Papua,Ahli Teknik Navigasi Udara,Future Job,"memelihara, mengoperasikan, menganalisa gangguan dan kerusakan, serta memperbaiki peralatan telekomunikasi dan navigasi udara seperti radar, Doppler VHF Omni-directional Range (DVOR), Non Directional Beacon (NDB), Instrument Landing System (ILS), dan sebagainya. ",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Jembatan Udara 37 Rute di Papua,Ahli Teknik Listrik Bandara,Future Job,"mengoperasikan dan memelihara kelistrikan bandara, serta menganalisis permasalahan pada sistem kelistrikan bandara dan melakukan perbaikan",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Jembatan Udara 37 Rute di Papua,Ahli Lalu Lintas Udara,Future Job,"memantau pergerakan pesawat di darat dan di udara dari tower ATC, memberikan instruksi dan menerima laporan untuk melakukan pergerakan, sejak pesawat berada di bandara asal sampai dengan bandara tujuan",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,Jembatan Udara 37 Rute di Papua,Ahli Teknologi Rekayasa Bandar Udara,Future Job,"Melakukan pemeliharaan fasilitas dari sisi darat dan udara, memperbaiki kerusakan tingkat ringan di fasilitas sisi darat dan udara, menganalisa kerusakan tingkat ringan dan berat di fasilitas sisi darat dan udara, merencanakan pekerjaan di fasilitas sisi darat dan sisi udara, mengevaluasi pekerjaan di fasilitas sisi darat dan sisi udara,  melakukan sertifikasi bandar udara, melakukan pengelolaan bandar udara, melakukan pemeriksaan kelayakan bandar udara.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Perencana Khusus Kawasan,Future Job,"merencanakan, mempelajari, dan mengkoordinasikan penataan lahan terbangun",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Analis Kewilayahan,Future Job,"mengidentifikasi kebutuhan substansi, melakukan perencanaan pekerjaan, menyusun spesifikasi teknis pekerjaan, memberikan jasa konsultasi, menganalisis informasi geospasial kewilayahan ",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Analis Proyek,Future Job,"Melakukan analis sistem yang akan dibangun, membuat statement of purpose, memodelkan proses bisnis, membuat dokumentasi hasil analisis.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Ahli Perencana Kota dan Kawasan Tematik,Future Job,"menerapkan norma, standar, pedoman, kriteria dalam perencanaan tata ruang wilayah dan kota.",Kompetensi JF Level 2 - 4,Kompetensi Level 6-9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Bidang pekerjaan umum dan penataan ruang,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang pekerjaan umum dan penataan ruang.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
Infrastruktur,"Jalan Trans pada 18 Pulau Tertinggal, Terluar, dan Terdepan",Bidang Perumahan Rakyat dan Kawasan Pemukiman,JPT,"Merumuskan kebijakan, melaksanaan kebijakan, melaksanakan evaluasi dan pelaporan dan melaksanakan administrasi di bidang Perumahan Rakyat dan Kawasan Pemukiman.",Kompetensi JPT Level 4 - 5,Kompetensi Level 8 - 9,,,,,,,,,,,,,,,,,
